"站点地址","站点名称","站点编号","站点加盟日期","银行业务签约日期","签约银行","站点卡数","站点余额","卡均余额"
"河北省秦皇岛市青龙满族自治县青龙镇孟家铺村","青龙县青龙镇孟家铺村","13030026","2015-01-06 09:06:24","2015-01-06 09:06:24","中国银行","323","2400000.00","7430.340557"
"河南省新乡市辉县市孟庄镇涧头村","辉县市孟庄镇涧头社区助农取款服务点","41070008","2015-01-06 09:07:51","2015-01-06 09:07:51","中国银行","292","1752741.48","6002.539315"
"河北省石家庄市元氏县赵同乡赵同村","元氏县赵同乡赵同村","13010190","2015-01-06 09:12:55","2015-01-06 09:12:55","中国银行","399","4920000.00","12330.827068"
"河北省秦皇岛市青龙满族自治县土门子乡西蒿村","青龙县土门子镇西蒿村","13030028","2015-01-06 09:16:57","2015-01-06 09:16:57","中国银行","558","2950000.00","5286.738351"
"河北省石家庄市鹿泉市铜冶镇北故邑村","鹿泉区铜冶镇北故邑村","13010193","2015-01-06 09:18:51","2015-01-06 09:18:51","中国银行","289","2440000.00","8442.906574"
"河北省秦皇岛市抚宁县深河乡北庄河村","深河镇北庄河村","13030029","2015-01-06 09:21:13","2015-01-06 09:21:13","中国银行","476","4820000.00","10126.050420"
"河北省石家庄市正定县北早现乡南岗村","正定县北早现乡南岗村","13010196","2015-01-06 09:22:07","2015-01-06 09:22:07","中国银行","118","2120000.00","17966.101695"
"河南省商丘市柘城县安平镇安平村","柘城县安平镇安平开发区助农服务取款点","41140571","2015-01-06 09:25:19","2015-01-06 09:25:19","中国银行","877","5507032.21","6279.398187"
"河北省石家庄市元氏县宋曹镇大孔村","元氏县宋曹镇大孔村","13010199","2015-01-06 09:25:57","2015-01-06 09:25:57","中国银行","505","9950000.00","19702.970297"
"河北省石家庄市无极县东侯坊乡古庄村","无极县东侯坊乡古庄村助农点","13010201","2015-01-06 09:35:34","2015-01-06 09:35:34","中国银行","1105","17400000.00","15746.606335"
"河北省石家庄市晋州市总十庄镇孔目庄村","晋州市总十庄镇孔目庄村","13010202","2015-01-06 09:40:08","2015-01-06 09:40:08","中国银行","452","6110000.00","13517.699115"
"河北省秦皇岛市抚宁县抚宁镇陈各庄村","抚宁县抚宁镇陈各庄村","13030030","2015-01-06 09:40:41","2015-01-06 09:40:41","中国银行","253","1680000.00","6640.316206"
"河北省秦皇岛市卢龙县双望镇马各庄村","双望镇马各庄","13030031","2015-01-06 09:44:01","2015-01-06 09:44:01","中国银行","158","1250000.00","7911.392405"
"河北省石家庄市晋州市桃园镇赵兰庄村","晋州市桃园镇赵兰庄村","13010203","2015-01-06 09:44:53","2015-01-06 09:44:53","中国银行","443","6110000.00","13792.325056"
"山东省菏泽市曹县苏集镇北三村行政村","菏泽曹县砖庙镇十三村","37170086","2015-01-06 09:45:33","2015-01-06 09:45:33","中国银行","0","0.00",\N
"山东省菏泽市曹县桃源集镇常庙中街行政村","菏泽曹县桃源镇常岗村","37170087","2015-01-06 09:47:46","2015-01-06 09:47:46","中国银行","0","0.00",\N
"河北省石家庄市鹿泉市铜冶镇南铜冶村","鹿泉区铜冶镇南铜冶村","13010204","2015-01-06 09:49:02","2015-01-06 09:49:02","中国银行","79","1480000.00","18734.177215"
"河北省秦皇岛市卢龙县木井乡邸柏各庄村","木井乡邸柏各庄村","13030033","2015-01-06 09:50:30","2015-01-06 09:50:30","中国银行","171","4790000.00","28011.695906"
"河南省商丘市柘城县胡襄镇南街村","柘城县胡襄南街村助农服务取款点","41140574","2015-01-06 09:50:40","2015-01-06 09:50:40","中国银行","945","228923.86","242.247471"
"河北省石家庄市晋州市马于镇南辛庄村","晋州市马于镇南辛庄村","13010205","2015-01-06 09:52:39","2015-01-06 09:52:39","中国银行","367","2210000.00","6021.798365"
"河北省石家庄市无极县大陈镇小陈村","无极县大陈镇小陈村助农点","13010206","2015-01-06 09:53:15","2015-01-06 09:53:15","中国银行","517","12400000.00","23984.526112"
"河北省秦皇岛市卢龙县木井乡曹庄村","木井乡曹庄村","13030034","2015-01-06 09:54:15","2015-01-06 09:54:15","中国银行","84","2140000.00","25476.190476"
"河北省石家庄市晋州市马于镇大沙庄村","晋州市马于镇大沙庄村","13010208","2015-01-06 09:56:11","2015-01-06 09:56:11","中国银行","616","10190000.00","16542.207792"
"河北省秦皇岛市卢龙县木井乡李贯各庄村","卢龙县木井镇李贯各庄","13030035","2015-01-06 09:56:39","2015-01-06 09:56:39","中国银行","284","6330000.00","22288.732394"
"河北省石家庄市正定县北早现乡平安村","正定县北早现乡平安村","13010209","2015-01-06 09:58:46","2015-01-06 09:58:46","中国银行","85","490000.00","5764.705882"
"河北省石家庄市晋州市桃园镇周头村","晋州市桃园镇周头村","13010210","2015-01-06 09:59:05","2015-01-06 09:59:05","中国银行","448","2040000.00","4553.571429"
"河北省石家庄市鹿泉市大河镇纸房头村","鹿泉区大河镇纸房头村","13010211","2015-01-06 09:59:25","2015-01-06 09:59:25","中国银行","307","1850000.00","6026.058632"
"河北省秦皇岛市山海关区孟姜镇边墙子村","山海关边墙子村","13030036","2015-01-06 10:00:10","2015-01-06 10:00:10","中国银行","159","0.00","0.000000"
"山东省烟台市牟平区观水镇崖地村","烟台市牟平区观水镇崖地村助农服务点","37060261","2014-11-05 00:00:00","2015-01-06 10:01:16","中国银行","319","3632011.24","11385.615172"
"山东省菏泽市曹县倪集乡倪集行政村","菏泽市曹县倪集镇街道办事处","37170090","2015-01-06 10:02:29","2015-01-06 10:02:29","中国银行","20","6.35","0.317500"
"河北省石家庄市鹿泉市获鹿镇大李庄村","鹿泉区获鹿镇大李庄村","13010212","2015-01-06 10:04:31","2015-01-06 10:04:31","中国银行","230","2150000.00","9347.826087"
"山东省菏泽市曹县曹城镇盐土山行政村","菏泽曹县八里湾社区盐土村","37170091","2015-01-06 10:04:59","2015-01-06 10:04:59","中国银行","0","0.00",\N
"山东省济宁市嘉祥县纸坊镇梁山村","济宁市嘉祥县纸坊镇梁山村助农服务点","37080053","2015-01-06 00:00:00","2015-01-06 00:00:00","中国银行","581","1708966.66","2941.422823"
"河北省秦皇岛市卢龙县陈官屯乡张家沟村","陈官屯乡张家沟村","13030040","2015-01-06 10:10:28","2015-01-06 10:10:28","中国银行","111","1780000.00","16036.036036"
"山东省菏泽市曹县古营集镇祝店行政村","菏泽曹县大集乡驻地","37170093","2015-01-06 10:12:28","2015-01-06 10:12:28","中国银行","0","0.00",\N
"河北省秦皇岛市青龙满族自治县肖营子镇五指山村","青龙县肖营子镇五指山村","13030041","2015-01-06 10:12:47","2015-01-06 10:12:47","中国银行","718","620000.00","863.509749"
"山东省济宁市嘉祥县嘉祥镇庞庄村","济宁市嘉祥县嘉祥镇庞庄村助农服务点","37080055","2015-01-06 00:00:00","2015-01-06 00:00:00","中国银行","40","1120446.21","28011.155250"
"河北省石家庄市辛集市旧城镇刘章村","辛集市旧城镇刘章村","13010214","2015-01-06 10:14:56","2015-01-06 10:14:56","中国银行","633","7410000.00","11706.161137"
"河北省秦皇岛市青龙满族自治县青龙镇西双山村","青龙县青龙镇西双山子村","13030042","2015-01-06 10:15:22","2015-01-06 10:15:22","中国银行","421","2670000.00","6342.042755"
"山东省菏泽市曹县梁堤头镇祝口行政村","菏泽曹县梁提头镇祝口村","37170094","2015-01-06 10:15:32","2015-01-06 10:15:32","中国银行","0","0.00",\N
"山东省济宁市嘉祥县大张楼镇联合村","济宁市嘉祥县大张楼镇联合村助农服务点","37080056","2015-01-06 00:00:00","2015-01-06 00:00:00","中国银行","3","32230.72","10743.573333"
"河南省商丘市柘城县远襄镇任庙村","柘城县远襄镇任庙助农服务取款点","41140578","2015-01-06 10:16:13","2015-01-06 10:16:13","中国银行","204","45352.49","222.316127"
"河北省秦皇岛市青龙满族自治县青龙镇大营子村","青龙县青龙镇大营子村","13030043","2015-01-06 10:17:14","2015-01-06 10:17:14","中国银行","107","1520000.00","14205.607477"
"山东省菏泽市曹县邵庄镇周场行政村","菏泽曹县邵庄镇周场村","37170095","2015-01-06 10:17:33","2015-01-06 10:17:33","中国银行","0","0.00",\N
"山东省济宁市嘉祥县马集乡下店子村","济宁市下店子村","37080057","2015-01-06 00:00:00","2015-01-06 00:00:00","中国银行","0","0.00",\N
"河北省衡水市深州市大堤镇大堤上村","大堤镇大堤村","13110229","2015-01-06 10:19:23","2015-01-06 10:19:23","中国银行","472","5920000.00","12542.372881"
"山东省济宁市嘉祥县马集乡马集村","济宁马集村","37080058","2015-01-06 00:00:00","2015-01-06 00:00:00","中国银行","0","0.00",\N
"河北省石家庄市正定县南楼乡许香村","正定县南楼乡许香村","13010216","2015-01-06 10:21:03","2015-01-06 10:21:03","中国银行","312","840000.00","2692.307692"
"河北省石家庄市辛集市张古庄镇小位村","辛集市张古庄镇小位村","13010217","2015-01-06 10:21:44","2015-01-06 10:21:44","中国银行","725","8380000.00","11558.620690"
"河北省秦皇岛市海港区秦皇岛经济技术开发区义卜寨村","开发区义卜寨村","13030045","2015-01-06 10:22:01","2015-01-06 10:22:01","中国银行","373","11750000.00","31501.340483"
"山东省济宁市金乡县金乡镇肖庄村","济宁肖庄村","37080059","2015-01-06 00:00:00","2015-01-06 00:00:00","中国银行","0","0.00",\N
"河北省秦皇岛市卢龙县刘田各庄镇马时各庄村","刘田各庄镇马时各庄村","13030046","2015-01-06 10:24:18","2015-01-06 10:24:18","中国银行","226","1650000.00","7300.884956"
"山东省济宁市金乡县马庙镇杨庄村","济宁市金乡县鱼山镇杨庄村助农服务点","37080060","2015-01-06 00:00:00","2015-01-06 00:00:00","中国银行","1","1.61","1.610000"
"河北省石家庄市辛集市南智丘镇西小王村","辛集市南智邱镇西小王村","13010218","2015-01-06 10:25:38","2015-01-06 10:25:38","中国银行","312","3850000.00","12339.743590"
"山东省菏泽市曹县邵庄镇姬庄行政村","菏泽曹县邵庄镇姬庄村","37170099","2015-01-06 10:26:09","2015-01-06 10:26:09","中国银行","0","0.00",\N
"山东省济宁市金乡县高河乡马庄村","马庄村","37080061","2015-01-06 10:27:01","2015-01-06 10:27:01","中国银行","0","0.00",\N
"河北省石家庄市辛集市新垒头镇史庄村","辛集市新垒头镇史庄村","13010219","2015-01-06 10:29:01","2015-01-06 10:29:01","中国银行","246","4170000.00","16951.219512"
"山东省济宁市金乡县马庙镇义合村","济宁市金乡县马庙镇义合村助农服务点","37080062","2015-01-06 10:29:06","2015-01-06 10:29:06","中国银行","1","195.09","195.090000"
"山东省菏泽市成武县大田集镇张楼村","成武县张楼镇张楼村助农服务点","37170100","2015-01-06 10:29:13","2015-01-06 10:29:13","中国银行","20","0.00","0.000000"
"山东省济宁市金乡县马庙镇马庙村","济宁市金乡县马庙镇马庙村助农服务点","37080063","2015-01-06 10:31:55","2015-01-06 10:31:55","中国银行","1","195.09","195.090000"
"河南省洛阳市涧西区工农乡符家屯村","洛阳市涧西区符家屯村惠农服务点","41030008","2015-01-06 10:32:28","2015-01-06 10:32:28","中国银行","192","425328.06","2215.250313"
"河北省石家庄市辛集市新垒头镇马兰村","辛集市新垒头镇马兰村","13010221","2015-01-06 10:33:21","2015-01-06 10:33:21","中国银行","526","10020000.00","19049.429658"
"山东省菏泽市成武县党集乡郭刘庄村","菏泽成武县党集镇郭刘庄社区","37170103","2015-01-06 10:35:11","2015-01-06 10:35:11","中国银行","0","0.00",\N
"河北省石家庄市辛集市和睦井乡小士庄村","辛集市和睦井乡小士庄村","13010222","2015-01-06 10:36:43","2015-01-06 10:36:43","中国银行","381","13680000.00","35905.511811"
"山东省济宁市梁山县梁山镇茶庄村","济宁市梁山县水泊街道茶庄村助农服务点","37080064","2015-01-06 10:37:14","2015-01-06 10:37:14","中国银行","282","204006.43","723.427057"
"山东省济宁市梁山县寿张集乡道沟村","济宁市梁山县寿张集镇道沟村助农服务点","37080065","2015-01-06 10:39:04","2015-01-06 10:39:04","中国银行","208","7834034.01","37663.625048"
"河北省石家庄市辛集市马庄乡回生村","辛集市马庄乡回生村","13010224","2015-01-06 10:39:20","2015-01-06 10:39:20","中国银行","319","6020000.00","18871.473354"
"河北省石家庄市鹿泉市李村镇同阁村","鹿泉区李村镇同阁村","13010226","2015-01-06 10:42:20","2015-01-06 10:42:20","中国银行","588","16010000.00","27227.891156"
"山东省济宁市汶上县寅寺镇寅寺东村","济宁市汶上县寅寺镇助农服务点","37080066","2015-01-06 10:44:22","2015-01-06 10:44:22","中国银行","2","163665.69","81832.845000"
"河北省石家庄市辛集市南智丘镇泗上村","辛集市南智邱镇泗尚村","13010227","2015-01-06 10:45:09","2015-01-06 10:45:09","中国银行","528","16140000.00","30568.181818"
"山东省济宁市汶上县汶上镇阙庄村","济宁市汶上县杨店镇泗汶村助农服务点","37080067","2015-01-06 10:46:35","2015-01-06 10:46:35","中国银行","20","21115.66","1055.783000"
"河南省开封市通许县大岗李乡铁佛寺村","开封市通许县大岗李镇铁佛寺村惠农支付服务点","41020001","2015-01-06 10:46:48","2015-01-06 10:46:48","中国银行","414","2523854.94","6096.267971"
"河北省衡水市冀州市北漳淮乡北内漳村","漳淮乡北内漳村","13110235","2015-01-06 10:47:00","2015-01-06 10:47:00","中国银行","53","260000.00","4905.660377"
"山东省济宁市汶上县杨店乡杨店村","济宁市汶上县杨店镇助农服务点","37080068","2015-01-06 10:52:14","2015-01-06 10:52:14","中国银行","1","159012.64","159012.640000"
"河北省石家庄市鹿泉市黄壁庄镇田村","鹿泉区黄壁庄镇田村","13010229","2015-01-06 10:52:27","2015-01-06 10:52:27","中国银行","382","4840000.00","12670.157068"
"河北省石家庄市平山县平山镇胜佛村","平山县平山镇胜佛村","13010231","2015-01-06 10:58:08","2015-01-06 10:58:08","中国银行","339","4250000.00","12536.873156"
"河南省新乡市辉县市胡桥街道办事处所可楼村","胡桥乡所可楼村佳怡社区惠农支付服务点","41070010","2015-01-06 11:06:49","2015-01-06 11:06:49","中国银行","241","4486653.03","18616.817552"
"河北省石家庄市藁城市前西关镇慈上村","石家庄市藁城区西关镇慈上村","13010232","2015-01-06 11:07:26","2015-01-06 11:07:26","中国银行","437","6430000.00","14713.958810"
"河北省石家庄市藁城市小常安镇大常安村","藁城区常安镇大常安村","13010233","2015-01-06 11:12:38","2015-01-06 11:12:38","中国银行","593","7620000.00","12849.915683"
"河北省石家庄市平山县平山镇南贾壁村","平山县平山镇南贾壁村","13010234","2015-01-06 11:14:33","2015-01-06 11:14:33","中国银行","2602","16290000.00","6260.568793"
"河北省秦皇岛市昌黎县大蒲河镇邱营村","北戴河新区邱营村","13030050","2015-01-06 11:17:55","2015-01-06 11:17:55","中国银行","172","1040000.00","6046.511628"
"河北省石家庄市正定县诸福屯镇朱河村","正定县诸福屯镇朱河村","13010235","2015-01-06 11:19:19","2015-01-06 11:19:19","中国银行","348","3720000.00","10689.655172"
"河北省衡水市冀州市徐家庄乡淄村","徐庄乡淄村","13110240","2015-01-06 11:19:47","2015-01-06 11:19:47","中国银行","72","450000.00","6250.000000"
"河北省石家庄市藁城市梅花镇朱家庄村","石家庄市藁城区梅花镇朱家庄村","13010237","2015-01-06 11:21:52","2015-01-06 11:21:52","中国银行","330","2080000.00","6303.030303"
"河北省秦皇岛市北戴河区海滨镇丁庄村","北戴河区丁庄村","13030051","2015-01-06 11:23:45","2015-01-06 11:23:45","中国银行","223","3080000.00","13811.659193"
"河北省石家庄市正定县诸福屯镇罗家庄村","正定县诸福屯镇罗家庄村","13010238","2015-01-06 11:24:00","2015-01-06 11:24:00","中国银行","216","4230000.00","19583.333333"
"河北省石家庄市藁城市邱头镇北乐乡村","藁城区丘头镇北乐乡村","13010239","2015-01-06 11:26:14","2015-01-06 11:26:14","中国银行","665","9200000.00","13834.586466"
"河北省秦皇岛市北戴河区戴河镇甘各庄村","开发区富新庄村","13030052","2015-01-06 11:28:57","2015-01-06 11:28:57","中国银行","277","2160000.00","7797.833935"
"河北省石家庄市藁城市张家庄镇小丰化村","藁城区张家庄镇小丰化村","13010240","2015-01-06 11:29:01","2015-01-06 11:29:01","中国银行","357","3610000.00","10112.044818"
"河北省石家庄市平山县东回舍镇东回舍村","平山县回舍镇东回舍村","13010241","2015-01-06 11:29:09","2015-01-06 11:29:09","中国银行","1106","13030000.00","11781.193490"
"河北省石家庄市平山县合河口乡常峪村","平山县岗南镇闫常峪村","13010242","2015-01-06 11:34:56","2015-01-06 11:34:56","中国银行","750","12900000.00","17200.000000"
"河北省衡水市冀州市小寨乡东王家庄村","小寨乡东王村","13110246","2015-01-06 11:37:03","2015-01-06 11:37:03","中国银行","187","2080000.00","11122.994652"
"河北省石家庄市正定县诸福屯镇诸福屯村","正定县诸福屯镇诸福屯村","13010243","2015-01-06 11:38:56","2015-01-06 11:38:56","中国银行","232","920000.00","3965.517241"
"河北省衡水市冀州市小寨乡谢家庄村","小寨乡谢家庄村","13110248","2015-01-06 11:40:07","2015-01-06 11:40:07","中国银行","289","2820000.00","9757.785467"
"河北省石家庄市藁城市邱头镇南乐乡村","藁城区丘头镇南乐乡村","13010244","2015-01-06 11:40:08","2015-01-06 11:40:08","中国银行","510","3090000.00","6058.823529"
"河北省石家庄市藁城市小常安镇北周卦村","藁城区常安镇北周卦村","13010245","2015-01-06 11:43:06","2015-01-06 11:43:06","中国银行","252","9320000.00","36984.126984"
"河北省石家庄市正定县诸福屯镇南圣板村","正定县诸福屯镇南圣板村","13010246","2015-01-06 11:43:49","2015-01-06 11:43:49","中国银行","125","380000.00","3040.000000"
"河北省石家庄市正定县南楼乡付家村","正定县南楼乡付家村","13010247","2015-01-06 11:47:50","2015-01-06 11:47:50","中国银行","196","680000.00","3469.387755"
"河北省石家庄市藁城市南营镇马庄村","藁城区马庄村","13010248","2015-01-06 11:48:41","2015-01-06 11:48:41","中国银行","704","12070000.00","17144.886364"
"河北省石家庄市藁城市岗上镇庄合村","藁城区贾市庄镇贾市庄村","13010249","2015-01-06 11:53:13","2015-01-06 11:53:13","中国银行","689","5780000.00","8388.969521"
"河北省石家庄市藁城市贾市庄镇南古庄村","藁城区贾市庄镇南古庄村","13010251","2015-01-06 11:59:33","2015-01-06 11:59:33","中国银行","1202","20290000.00","16880.199667"
"河北省石家庄市正定县新安镇吴兴村","正定县新安镇吴兴村","13010252","2015-01-06 12:00:25","2015-01-06 12:00:25","中国银行","489","14770000.00","30204.498978"
"山东省烟台市莱山区滨海路街道大庄村","烟台市莱山滨海办事处大庄社区助农服务点","37060262","2015-01-23 00:00:00","2015-01-06 12:18:02","中国银行","610","3702816.59","6070.191131"
"山东省烟台市莱山区初家街道曹家庄社区","烟台市莱山开发区管委曹家庄社区助农服务点","37060263","2015-01-06 12:34:55","2015-01-06 12:34:55","中国银行","1","10065.31","10065.310000"
"河南省开封市通许县大岗李乡户岗村","开封市通许县大岗李乡户岗村惠农支付服务点","41020003","2015-01-06 12:35:42","2015-01-06 12:35:42","中国银行","130","55745.91","428.814692"
"山东省烟台市莱山区莱山镇刘家庄村","烟台市莱山区刘家庄助农服务站","37060264","2015-01-06 12:36:33","2015-01-06 12:36:33","中国银行","1","1.00","1.000000"
"山东省烟台市莱山区莱山镇北陈家疃村","北陈家疃","37060265","2015-01-06 12:38:06","2015-01-06 12:38:06","中国银行","0","0.00",\N
"甘肃省张掖市甘州区明永乡永济村","永济村助农取款点","62070004","2015-01-06 12:39:29","2015-01-06 12:39:29","中国银行","0","0.00",\N
"山东省烟台市莱山区解甲庄镇南寨村","烟台市莱山区南陈家疃村助农服务站","37060266","2015-01-06 12:39:45","2015-01-06 12:39:45","中国银行","3","94349.65","31449.883333"
"河北省沧州市献县临河乡路庄村","献县临河乡路庄村","13090181","2015-01-06 12:43:15","2015-01-06 12:43:15","中国银行","377","3560000.00","9442.970822"
"河北省衡水市冀州市西王镇高田庄村","西王镇高田村","13110252","2015-01-06 12:46:31","2015-01-06 12:46:31","中国银行","231","870000.00","3766.233766"
"河北省衡水市冀州市西王镇北张庄村","西王镇北张家庄","13110257","2015-01-06 12:53:39","2015-01-06 12:53:39","中国银行","232","680000.00","2931.034483"
"河北省衡水市冀州市西王镇北贾村","西王镇北贾村","13110258","2015-01-06 12:55:14","2015-01-06 12:55:14","中国银行","101","120000.00","1188.118812"
"河北省衡水市冀州市魏屯镇杜家庄村","西王镇杜家庄村","13110260","2015-01-06 12:57:29","2015-01-06 12:57:29","中国银行","341","3450000.00","10117.302053"
"河北省衡水市冀州市小寨乡东南庄村","南午村镇东南角","13110264","2015-01-06 13:03:35","2015-01-06 13:03:35","中国银行","437","2490000.00","5697.940503"
"河北省衡水市冀州市南午村镇新兴寨村","南午村镇新兴寨村","13110265","2015-01-06 13:04:40","2015-01-06 13:04:40","中国银行","158","840000.00","5316.455696"
"河北省衡水市冀州市门庄乡丁家庄村","门庄乡丁家庄村","13110269","2015-01-06 13:14:28","2015-01-06 13:14:28","中国银行","338","3800000.00","11242.603550"
"河北省衡水市冀州市门庄乡零藏口村","门庄乡零藏口村","13110270","2015-01-06 13:15:55","2015-01-06 13:15:55","中国银行","188","2050000.00","10904.255319"
"河北省衡水市冀州市门庄乡西野庄头村","门庄乡西野庄头","13110271","2015-01-06 13:17:01","2015-01-06 13:17:01","中国银行","292","2850000.00","9760.273973"
"河北省衡水市冀州市门庄乡王海村","门庄乡王海村","13110272","2015-01-06 13:18:04","2015-01-06 13:18:04","中国银行","156","2390000.00","15320.512821"
"河北省衡水市冀州市码头李镇邵村","码头李镇邵村","13110273","2015-01-06 13:19:23","2015-01-06 13:19:23","中国银行","363","6870000.00","18925.619835"
"安徽省六安市金寨县水竹坪乡水坪村","六安市金寨县古碑镇水坪村助农服务点","34150001","2015-01-06 13:20:34","2015-01-06 13:20:34","中国银行","443","2287696.94","5164.101445"
"河北省衡水市冀州市冀州镇双冢村","冀州镇双冢村","13110275","2015-01-06 13:22:34","2015-01-06 13:22:34","中国银行","388","5060000.00","13041.237113"
"河北省衡水市冀州市官道李镇衡尚营一大队村","官道李镇衡尚营二村","13110276","2015-01-06 13:23:48","2015-01-06 13:23:48","中国银行","494","3880000.00","7854.251012"
"河北省衡水市冀州市西王镇逍遥村","西王镇逍遥村","13110278","2015-01-06 13:27:47","2015-01-06 13:27:47","中国银行","273","4930000.00","18058.608059"
"河北省衡水市冀州市徐家庄乡付水店村","徐庄乡付水店","13110279","2015-01-06 13:28:56","2015-01-06 13:28:56","中国银行","195","1940000.00","9948.717949"
"河北省石家庄市鹿泉市获鹿镇下聂庄村","鹿泉区获鹿镇下聂庄村","13010254","2015-01-06 13:41:49","2015-01-06 13:41:49","中国银行","259","2070000.00","7992.277992"
"河北省石家庄市藁城市梅花镇西白露村","藁城区梅花镇西白露村","13010255","2015-01-06 13:45:03","2015-01-06 13:45:03","中国银行","959","17540000.00","18289.885297"
"河北省石家庄市藁城市贾市庄镇张名甫村","藁城区贾市庄镇张名甫村","13010257","2015-01-06 13:48:32","2015-01-06 13:48:32","中国银行","339","870000.00","2566.371681"
"山东省烟台市牟平区宁海街道金岭村","烟台市牟平区宁海镇金岭村助农服务点","37060267","2015-01-06 13:49:39","2015-01-06 13:49:39","中国银行","109","21721.74","199.282018"
"河南省南阳市新野县溧河铺镇溧河村","新野县溧河铺镇溧河街齐奥助农金融","41130017","2015-01-06 13:51:18","2015-01-06 13:51:18","中国银行","2026","16431839.65","8110.483539"
"河北省石家庄市鹿泉市大河镇霍寨村","鹿泉区大河镇霍寨村助农点","13010258","2015-01-06 13:51:43","2015-01-06 13:51:43","中国银行","394","1590000.00","4035.532995"
"山东省烟台市莱州市文峰路街道赵家村","烟台市莱州市朱桥镇张家助农服务点","37060268","2014-12-08 00:00:00","2015-01-06 13:53:34","中国银行","197","22075538.01","112058.568579"
"河北省石家庄市鹿泉市大河镇南落凌村","鹿泉区大河镇南落凌村助农点","13010259","2015-01-06 13:54:54","2015-01-06 13:54:54","中国银行","149","1520000.00","10201.342282"
"河北省石家庄市藁城市张家庄镇大丰化村","藁城区张家庄镇大丰化村","13010260","2015-01-06 13:57:33","2015-01-06 13:57:33","中国银行","594","1980000.00","3333.333333"
"河南省新乡市辉县市孟庄镇孟庄村","辉县市孟庄镇孟庄助农点","41070011","2014-12-04 00:00:00","2015-01-06 13:59:25","中国银行","1307","6993632.39","5350.904660"
"河北省石家庄市藁城市小常安镇南朋村","藁城南朋村","13010263","2015-01-06 14:02:03","2015-01-06 14:02:03","中国银行","362","3160000.00","8729.281768"
"山东省烟台市莱州市土山镇潘家村","莱州市城港路街道路旺潘家村助农服务点","37060270","2015-01-06 14:03:15","2015-01-06 14:03:15","中国银行","98","137194.11","1399.939898"
"河北省石家庄市井陉县秀林镇南秀林村","井陉秀林镇南秀林村","13010265","2015-01-06 14:10:28","2015-01-06 14:10:28","中国银行","207","1350000.00","6521.739130"
"河南省郑州市新密市大隗镇陈庄村","新密市大隗镇陈庄村王遂朝助农金融","41010002","2015-01-06 00:00:00","2015-01-06 00:00:00","中国银行","400","304028.50","760.071250"
"河北省石家庄市井陉县孙庄乡孙庄村","井陉孙庄乡孙庄村","13010266","2015-01-06 14:18:56","2015-01-06 14:18:56","中国银行","183","1110000.00","6065.573770"
"山东省滨州市阳信县水落坡乡后杨村","滨州市阳信县河流镇后杨村助农服务点","37160133","2015-01-06 14:22:07","2015-01-06 14:22:07","中国银行","108","246174.37","2279.392315"
"河北省石家庄市正定县南牛乡塔屯村","正定县南牛乡塔屯村","13010267","2015-01-06 14:23:08","2015-01-06 14:23:08","中国银行","99","440000.00","4444.444444"
"河北省石家庄市深泽县赵八乡大镇村","深泽县赵八乡大镇村","13010269","2015-01-06 14:26:25","2015-01-06 14:26:25","中国银行","387","11480000.00","29664.082687"
"河南省开封市兰考县张君墓镇马庄村","开封市兰考县张君墓镇马庄村惠农支付服务点","41020004","2015-01-06 14:26:34","2015-01-06 14:26:34","中国银行","195","216996.13","1112.800667"
"河北省石家庄市正定县诸福屯镇蟠桃村","正定县诸福屯镇蟠桃村","13010270","2015-01-06 14:27:36","2015-01-06 14:27:36","中国银行","304","3050000.00","10032.894737"
"河北省石家庄市鹿泉市黄壁庄镇沿村","鹿泉区黄壁庄镇沿村","13010273","2015-01-06 14:30:06","2015-01-06 14:30:06","中国银行","753","5610000.00","7450.199203"
"河北省石家庄市深泽县赵八乡南赵八村","深泽县赵八乡南赵八村","13010274","2015-01-06 14:30:55","2015-01-06 14:30:55","中国银行","829","23960000.00","28902.291918"
"河北省石家庄市鹿泉市宜安镇牛山村","鹿泉区宜安镇牛山村","13010276","2015-01-06 14:33:19","2015-01-06 14:33:19","中国银行","245","430000.00","1755.102041"
"河北省石家庄市深泽县留村乡西北留村","深泽县留村乡西南留村","13010279","2015-01-06 14:37:04","2015-01-06 14:37:04","中国银行","496","11340000.00","22862.903226"
"河北省石家庄市鹿泉市高新技术产业园区虚拟乡方台村","鹿泉区开发区方台村","13010280","2015-01-06 14:39:16","2015-01-06 14:39:16","中国银行","926","5250000.00","5669.546436"
"河北省石家庄市深泽县留村乡李家庄村","深泽县留村乡李家庄村","13010281","2015-01-06 14:40:54","2015-01-06 14:40:54","中国银行","277","4250000.00","15342.960289"
"河北省石家庄市赵县韩村镇柏家营村","赵县韩村镇柏家营村","13010282","2015-01-06 14:41:51","2015-01-06 14:41:51","中国银行","481","10060000.00","20914.760915"
"河北省石家庄市井陉县南峪镇北峪村","井陉县北峪助农服务点","13010283","2015-01-06 14:43:35","2015-01-06 14:43:35","中国银行","92","960000.00","10434.782609"
"河北省石家庄市鹿泉市黄壁庄镇古贤村","鹿泉区黄壁庄镇古贤村","13010284","2015-01-06 14:43:40","2015-01-06 14:43:40","中国银行","335","4480000.00","13373.134328"
"河北省石家庄市赵县谢庄乡北龙化村","赵县谢庄乡北龙化村","13010285","2015-01-06 14:45:06","2015-01-06 14:45:06","中国银行","615","10380000.00","16878.048780"
